host	start	end	text	target	note	src
創2:9#3	269	275	啟二二1～2	啟22:1	-	book
創2:10#1	23	29	啟二二1～2	啟22:1	-	book
創2:10#1	30	33	1註2	啟22:1	2	bare
創2:10#1	38	41	2註1	啟22:2	1	bare
創2:10#2	22	26	啟二二1	啟22:1	-	book
創2:10#2	43	47	約四10	約4:10	-	book
創2:10#2	48	51	七37	約7:37	-	chapter
創2:10#3	14	17	結一5	結1:5	-	book
創2:12#1	77	83	彼後一3～4	彼後1:3	-	book
創2:12#1	129	134	約十九34	約19:34	-	book
創2:12#1	146	151	約十二24	約12:24	-	book
創2:12#1	152	156	彼前一3	彼前1:3	-	book
創2:12#1	178	186	啟二一21與註1	啟21:21	1	book
創2:12#1	219	224	林後三18	林後3:18	-	book
創2:12#1	263	268	啟二一11	啟21:11	-	book
創2:12#1	269	274	18～21	啟21:18	-	bare
創2:12#1	277	284	啟二一21註1	啟21:21	1	book
創2:12#1	321	328	出二八6～21	出28:6	-	book
創2:12#1	352	357	林前三12	林前3:12	-	book
創2:12#1	428	435	啟二一12註4	啟21:12	4	book
創2:12#1	436	440	14註2	啟21:14	2	bare
創2:12#1	469	473	彼後一4	彼後1:4	-	book
創2:12#1	481	485	彼前一3	彼前1:3	-	book
創2:12#1	501	506	林後三18	林後3:18	-	book
創2:12#1	519	520	7	創2:7	-	bare
創2:15#2	17	18	9	創2:9	-	bare
創2:15#2	68	75	太十三3～23	太13:3	-	book
創2:15#2	112	115	5註2	創2:5	2	bare
創2:17#2	18	21	弗二1	弗2:1	-	book
創2:17#2	39	43	來九27	來9:27	-	book
創2:17#2	44	49	啟二十14	啟20:14	-	book
創2:17#2	52	57	弗二1註2	弗2:1	2	book
創2:18#1	67	71	羅五14	羅5:14	-	book
創2:18#1	73	77	賽五四5	賽54:5	-	book
創2:18#1	78	82	約三29	約3:29	-	book
創2:18#1	83	88	林後十一2	林後11:2	-	book
創2:18#1	89	96	弗五31～32	弗5:31	-	book
創2:18#1	97	101	啟十九7	啟19:7	-	book
創2:18#1	102	105	二一9	啟21:9	-	chapter
創2:21#1	20	24	約一14	約1:14	-	book
創2:21#1	37	41	羅五14	羅5:14	-	book
創2:21#1	87	94	弗五25～27	弗5:25	-	book
創2:21#1	152	159	約十九34註1	約19:34	1	book
創2:21#2	37	41	來七16	來7:16	-	book
創2:21#2	55	60	約十九34	約19:34	-	book
創2:21#2	89	96	約十九36註2	約19:36	2	book
創2:21#2	97	103	來七16註1	來7:16	1	book
創2:22#1	93	98	約十二24	約12:24	-	book
創2:22#1	99	103	彼前一3	彼前1:3	-	book
創2:22#1	163	169	林前十二12	林前12:12	-	book
創2:22#1	170	177	弗五28～30	弗5:28	-	book
創2:22#2	39	43	啟二一9	啟21:9	-	book
創2:22#2	44	48	二二17	啟22:17	-	chapter
創2:22#2	63	71	啟二一18～21	啟21:18	-	book
創2:22#2	97	103	11～12節	創2:11	-	bare
創2:22#2	125	129	12註1	創2:12	1	bare
創2:22#3	23	25	24	創2:24	-	bare
創2:22#3	48	52	弗五27	弗5:27	-	book
創2:22#3	53	57	啟十九7	啟19:7	-	book
創2:22#3	67	72	林前六17	林前6:17	-	book
創2:22#3	75	81	弗五32註1	弗5:32	1	book
創2:23#1	57	64	約三29～30	約3:29	-	book
創2:23#2	14	17	24節	創2:24	-	bare
創2:24#1	9	13	22註3	創2:22	3	bare
創2:25#1	91	98	啟二二17註1	啟22:17	1	book
創2:25#1	174	175	9	創2:9	-	bare
創2:25#1	176	180	啟二二2	啟22:2	-	book
創2:25#1	197	199	10	創2:10	-	bare
創2:25#1	200	204	啟二二1	啟22:1	-	book
創2:25#1	218	223	11～12	創2:11	-	bare
創2:25#1	224	232	啟二一11～14	啟21:11	-	book
創2:25#1	233	238	18～21	啟21:18	-	bare
創2:25#1	249	254	18～25	創2:18	-	bare
創2:25#1	255	262	啟二一9～10	啟21:9	-	book
創2:25#1	263	267	二二17	啟22:17	-	chapter
太3:7#1	18	22	徒二六5	徒26:5	-	book
太3:7#1	77	83	二三2～33	太23:2	-	chapter
太3:7#2	14	18	徒五17	徒5:17	-	book
太3:7#2	39	43	二二23	太22:23	-	chapter
太3:7#2	44	48	徒二三8	徒23:8	-	book
太3:7#2	79	80	7	太3:7	-	bare
太3:7#2	81	85	十二34	太12:34	-	chapter
太3:7#2	86	90	二三33	太23:33	-	chapter
太3:7#2	110	113	十六6	太16:6	-	chapter
太3:7#2	114	116	12	太16:12	-	bare
太3:9#1	6	10	約八39	約8:39	-	book
太3:9#2	13	16	10節	太3:10	-	bare
太3:9#2	53	59	羅十一15上	羅11:15	-	book
太3:9#2	60	65	19～20	羅11:19	-	bare
太3:9#2	66	68	22	羅11:22	-	bare
太3:9#2	69	72	加三7	加3:7	-	book
太3:9#2	73	78	28～29	加3:28	-	bare
太3:10#1	3	6	七17	太7:17	-	chapter
太3:10#1	10	14	十二33	太12:33	-	chapter
太3:11#1	12	15	徒二3	徒2:3	-	book
太3:11#1	33	35	10	太3:10	-	bare
太3:11#1	36	39	12節	太3:12	-	bare
太3:11#1	51	56	啟二十15	啟20:15	-	book
太3:11#1	423	431	啟二十11～15	啟20:11	-	book
太3:12#1	55	62	十三24～30	太13:24	-	chapter
太3:12#1	150	157	十三40～42	太13:40	-	chapter
太3:16#3	24	28	路一35	路1:35	-	book
太3:16#3	73	77	賽六一1	賽61:1	-	book
太3:16#3	78	81	四二1	賽42:1	-	chapter
太3:16#3	82	86	詩四五7	詩45:7	-	book
太4:1#2	12	19	啟十二9～10	啟12:9	-	book
太4:2#1	20	23	申九9	申9:9	-	book
太4:2#1	24	26	18	申9:18	-	bare
太4:2#1	27	32	王上十九8	王上19:8	-	book
太4:3#1	10	11	1	太4:1	-	bare
太4:3#1	12	16	帖前三5	帖前3:5	-	book
太4:3#2	49	52	三17	太3:17	-	chapter
太4:3#2	215	218	4註2	太4:4	2	bare
太4:3#3	72	77	創三1～6	創3:1	-	book
太4:4#2	64	67	八29	太8:29	-	chapter
太4:4#2	86	90	約壹四3	約壹4:3	-	book
太4:4#2	156	161	約二十31	約20:31	-	book
太4:4#4	10	15	提後三16	提後3:16	-	book
太4:9#1	0	3	路四6	路4:6	-	book
太4:9#1	59	67	結二八13～14	結28:13	-	book
太4:9#1	81	86	約十二31	約12:31	-	book
太4:9#1	160	164	啟十三2	啟13:2	-	book
太4:9#1	165	166	4	啟13:4	-	bare
太4:11#2	20	25	路二二43	路22:43	-	book
創3:1#1	21	26	林後十一3	林後11:3	-	book
創3:1#1	47	53	太十三39上	太13:39	-	book
創3:1#1	54	61	啟十二9與註3	啟12:9	3	book
創3:1#1	73	76	太四3	太4:3	-	book
創3:1#1	77	81	帖前三5	帖前3:5	-	book
創3:1#1	127	132	啟二十10	啟20:10	-	book
創3:1#2	26	30	彼前三7	彼前3:7	-	book
創3:2#1	28	31	2～3	創3:2	-	bare
創3:2#1	32	33	6	創3:6	-	bare
創3:2#1	58	62	賽五四5	賽54:5	-	book
創3:2#1	103	108	林前十一3	林前11:3	-	book
創3:2#1	165	170	提前二14	提前2:14	-	book
創3:2#1	227	232	羅七4註1	羅7:4	1	book
創3:5#1	36	42	二16～17	創2:16	-	chapter
創3:7#1	28	31	二17	創2:17	-	chapter
創3:7#1	32	36	羅五14	羅5:14	-	book
創3:7#1	50	54	羅五16	羅5:16	-	book
創3:7#1	63	68	17～19	創3:17	-	bare
創3:7#1	77	78	8	創3:8	-	bare
創3:7#1	86	91	23～24	創3:23	-	bare
創3:7#1	101	105	弗四18	弗4:18	-	book
創3:7#1	156	157	1	創3:1	-	bare
創3:7#1	158	161	4～6	創3:4	-	bare
創3:7#1	192	195	羅七8	羅7:8	-	book
創3:7#1	196	198	11	羅7:11	-	bare
創3:7#1	199	201	17	羅7:17	-	bare
創3:7#1	202	204	20	羅7:20	-	bare
創3:7#1	205	208	8註1	羅7:8	1	bare
創3:7#1	234	242	羅七18上與註2	羅7:18	2	book
創3:7#1	259	262	弗二1	弗2:1	-	book
創3:7#1	263	264	5	弗2:5	-	bare
創3:7#1	266	269	1註2	弗2:1	2	bare
創3:7#1	332	336	羅五19	羅5:19	-	book
創3:7#1	347	352	羅五12下	羅5:12	-	book
創3:7#1	353	356	14上	羅5:14	-	bare
創3:7#1	357	364	林前十五22上	林前15:22	-	book
創3:7#1	405	408	一26	創1:26	-	chapter
創3:7#1	442	449	羅八20～21	羅8:20	-	book
創3:7#2	25	29	二7註5	創2:7	5	chapter
創3:7#2	85	88	二25	創2:25	-	chapter
創3:7#2	127	132	羅九1註2	羅9:1	2	book
創3:7#3	20	24	來九22	來9:22	-	book
創3:7#3	84	89	羅三20上	羅3:20	-	book
創3:7#3	92	96	21註1	創3:21	1	bare
創3:9#1	55	61	弗三9～11	弗3:9	-	book
創3:9#1	101	105	約三16	約3:16	-	book
創3:9#1	142	145	彌五2	彌5:2	-	book
創3:9#1	173	180	徒二23與註1	徒2:23	1	book
創3:9#1	181	189	彼前一18～20	彼前1:18	-	book
創3:9#1	190	194	20註1	彼前1:20	1	bare
創3:9#2	27	32	羅一32上	羅1:32	-	book
創3:9#2	33	37	六23上	羅6:23	-	chapter
創3:9#2	57	58	8	創3:8	-	bare
創3:9#2	99	103	約三17	約3:17	-	book
創3:9#2	104	109	路十九10	路19:10	-	book
創3:11#1	37	41	約壹一9	約壹1:9	-	book
創3:14#2	53	58	西三1～3	西3:1	-	book
創3:14#2	59	64	約壹五18	約壹5:18	-	book
創3:14#2	65	70	羅十六20	羅16:20	-	book
創3:15#1	31	34	加四4	加4:4	-	book
創3:15#1	70	73	2註1	創3:2	1	bare
創3:15#1	76	80	啟十二1	啟12:1	-	book
創3:15#1	91	95	啟十二1	啟12:1	-	book
創3:15#1	128	134	啟十二4註2	啟12:4	2	book
創3:15#1	163	165	四8	創4:8	-	chapter
創3:15#1	166	171	約壹三12	約壹3:12	-	book
創3:15#1	195	202	啟二十7～10	啟20:7	-	book
創3:15#2	20	24	啟十二9	啟12:9	-	book
創3:15#2	25	28	二十2	啟20:2	-	chapter
創3:15#2	50	56	羅七18註2	羅7:18	2	book
創3:15#2	73	78	太二三33	太23:33	-	book
創3:15#2	118	121	太三7	太3:7	-	book
創3:15#2	122	126	十三38	太13:38	-	chapter
創3:15#2	127	131	約八44	約8:44	-	book
創3:15#2	132	137	約壹三10	約壹3:10	-	book
創3:15#3	36	40	賽七14	賽7:14	-	book
創3:15#3	45	49	太一23	太1:23	-	book
創3:15#3	55	58	加四4	加4:4	-	book
創3:15#3	129	133	啟十二5	啟12:5	-	book
創3:15#3	143	149	啟十二5註2	啟12:5	2	book
創3:15#3	180	185	詩二8～9	詩2:8	-	book
創3:15#3	186	193	啟二26～27	啟2:26	-	book
創3:15#3	195	199	啟十二5	啟12:5	-	book
創3:15#3	267	271	啟三21	啟3:21	-	book
創3:15#4	36	43	來二14與註1	來2:14	1	book
創3:15#4	44	48	約壹三8	約壹3:8	-	book
創3:15#4	95	100	詩二二16	詩22:16	-	book
創3:15#4	130	135	約十二31	約12:31	-	book
創3:15#4	136	140	十六11	約16:11	-	chapter
創3:15#4	173	180	啟十二9與註1	啟12:9	1	book
創3:16#1	11	19	提前二14～15	提前2:14	-	book
創3:16#1	20	26	五13～14	提前5:13	-	chapter
創3:16#1	37	42	林前十一3	林前11:3	-	book
創3:16#1	43	51	提前二11～12	提前2:11	-	book
創3:17#1	16	18	18	創3:18	-	bare
創3:17#1	35	37	17	創3:17	-	bare
創3:17#1	38	41	19上	創3:19	-	bare
創3:17#1	54	57	19下	創3:19	-	bare
創3:20#1	7	10	15節	創3:15	-	bare
創3:20#1	69	76	約三14～16	約3:14	-	book
創3:21#1	31	35	來九22	來9:22	-	book
創3:21#1	81	85	約一29	約1:29	-	book
創3:21#1	86	91	啟十三8下	啟13:8	-	book
創3:21#1	92	100	彼前一18～20	彼前1:18	-	book
創3:21#1	101	105	三18上	彼前3:18	-	chapter
創3:21#1	106	109	弗一7	弗1:7	-	book
創3:21#1	110	114	羅三24	羅3:24	-	book
創3:21#1	150	154	羅三28	羅3:28	-	book
創3:21#1	182	186	耶二三6	耶23:6	-	book
創3:21#1	187	192	林前一30	林前1:30	-	book
創3:21#1	221	222	7	創3:7	-	bare
創3:21#1	225	232	路十五22註5	路15:22	5	book
創3:21#2	90	95	路十五22	路15:22	-	book
創3:21#2	108	113	林前一30	林前1:30	-	book
創3:21#2	177	183	約三16註3	約3:16	3	book
創3:21#2	232	237	六14註3	創6:14	3	chapter
創3:21#2	240	245	八18註1	創8:18	1	chapter
創3:21#2	248	255	出十二22註2	出12:22	2	book
創3:21#2	256	262	約壹二2註3	約壹2:2	3	book
創3:21#2	274	276	15	創3:15	-	bare
創3:21#2	277	280	21節	創3:21	-	bare
太4:12#2	82	87	賽九1～2	賽9:1	-	book
太4:15#1	40	44	約七41	約7:41	-	book
太4:15#1	45	47	52	約7:52	-	bare
太4:17#1	27	29	三2	太3:2	-	chapter
太4:18#2	31	33	19	太4:19	-	bare
太4:18#2	65	72	徒二37～42	徒2:37	-	book
太4:18#2	73	75	四4	徒4:4	-	chapter
太4:20#2	44	51	約一35～36	約1:35	-	book
太4:20#2	52	57	40～42	約1:40	-	bare
太4:22#1	1	5	約一40	約1:40	-	book
太4:23#1	15	22	路四16～17	路4:16	-	book
太4:23#1	23	31	徒十三14～15	徒13:14	-	book
太4:23#2	23	28	路二四47	路24:47	-	book
太4:23#2	37	42	約二十31	約20:31	-	book
太4:23#2	53	57	二四14	太24:14	-	chapter
太4:23#2	66	69	來六5	來6:5	-	book
太4:23#2	77	83	賽三五5～6	賽35:5	-	book
太4:23#2	84	87	太十1	太10:1	-	book
太5:1#2	55	59	二八19	太28:19	-	chapter
太5:1#2	83	88	徒十一26	徒11:26	-	book
太5:3#3	65	69	3～12	太5:3	-	bare
太5:3#4	264	268	二一43	太21:43	-	chapter
太5:3#4	300	304	三1～2	太3:1	-	chapter
太5:3#4	305	312	十一11～12	太11:11	-	chapter
太5:3#4	500	505	羅十四17	羅14:17	-	book
太5:3#4	560	564	十三43	太13:43	-	chapter
太5:3#4	587	591	十三41	太13:41	-	chapter
太5:3#4	621	626	徒十五16	徒15:16	-	book
太5:3#4	671	675	啟二十4	啟20:4	-	book
太5:3#4	676	677	6	啟20:6	-	bare
太5:3#4	723	730	亞八20～23	亞8:20	-	book
創3:22#2	154	158	約一29	約1:29	-	book
創3:22#2	170	174	約三14	約3:14	-	book
創3:22#2	177	183	羅八3與註3	羅8:3	3	book
創3:22#2	200	205	啟二二14	啟22:14	-	book
創3:24#1	36	39	結九3	結9:3	-	book
創3:24#1	40	42	十4	結10:4	-	chapter
創3:24#1	43	46	來九5	來9:5	-	book
創3:24#1	58	62	申四24	申4:24	-	book
創3:24#1	63	65	九3	申9:3	-	chapter
創3:24#1	66	71	來十二29	來12:29	-	book
創3:24#1	87	94	哀三42～43	哀3:42	-	book
創3:24#1	95	98	羅二5	羅2:5	-	book
創3:24#1	132	139	羅三10～18	羅3:10	-	book
創3:24#1	140	142	23	羅3:23	-	bare
創3:24#1	222	229	來十19～20	來10:19	-	book
創3:24#1	230	234	20註2	來10:20	2	bare
創3:24#1	235	243	啟二二14與註4	啟22:14	4	book
創4:2#1	33	38	傳一2～3	傳1:2	-	book
創4:2#2	16	19	一29	創1:29	-	chapter
創4:2#2	20	23	三18	創3:18	-	chapter
創4:2#2	32	34	九3	創9:3	-	chapter
創4:2#2	78	81	4註1	創4:4	1	bare
創4:3#1	12	15	三21	創3:21	-	chapter
創4:3#1	16	20	來九22	來9:22	-	book
創4:3#1	84	88	7與註1	創4:7	1	bare
創4:3#1	89	94	約壹三12	約壹3:12	-	book
創4:3#1	114	120	猶11與註1	猶1:11	1	book
創4:4#1	2	6	來十一4	來11:4	-	book
創4:4#1	30	34	羅十17	羅10:17	-	book
創4:4#1	35	37	14	羅10:14	-	bare
創4:4#1	68	71	三15	創3:15	-	chapter
創4:4#1	72	74	21	創3:21	-	bare
創4:4#1	175	179	彼前二5	彼前2:5	-	book
創4:4#1	180	181	9	彼前2:9	-	bare
創4:4#1	201	206	民十八17	民18:17	-	book
創4:5#1	21	24	三21	創3:21	-	chapter
創4:5#1	25	28	腓三9	腓3:9	-	book
創4:5#1	29	34	林前一30	林前1:30	-	book
創4:5#1	72	75	羅十3	羅10:3	-	book
創4:7#1	8	14	羅七8與註1	羅7:8	1	book
創4:7#1	53	58	路二二31	路22:31	-	book
創4:7#1	59	63	彼前五8	彼前5:8	-	book
創4:8#2	26	29	4～5	創4:4	-	bare
創4:8#2	71	76	太二三35	太23:35	-	book
創4:8#2	77	81	約十六2	約16:2	-	book
創4:8#2	82	86	啟十七6	啟17:6	-	book
創4:8#2	88	92	加四29	加4:29	-	book
創4:8#2	133	137	二9註3	創2:9	3	chapter
創4:9#1	14	18	約八44	約8:44	-	book
創4:9#1	71	76	約壹三12	約壹3:12	-	book
創4:9#1	94	95	7	創4:7	-	bare
創4:10#1	15	23	來十二24與註3	來12:24	3	book
創4:17#2	11	13	16	創4:16	-	bare
創4:17#2	130	135	20～22	創4:20	-	bare
創4:26#2	45	48	2註1	創4:2	1	bare
創4:26#2	63	67	26註1	創4:26	1	bare
創4:26#2	92	96	二4註3	創2:4	3	chapter
創4:26#2	148	155	羅十12～13	羅10:12	-	book
創4:26#2	160	166	徒二21註1	徒2:21	1	book
太5:5#2	29	34	路十九17	路19:17	-	book
太5:5#2	35	37	19	路19:19	-	bare
太5:5#2	38	43	來二5～8	來2:5	-	book
太5:6#1	41	43	10	太5:10	-	bare
太5:6#1	44	46	20	太5:20	-	bare
太5:7#2	31	36	提後一16	提後1:16	-	book
太5:7#2	37	39	18	提後1:18	-	bare
太5:7#2	57	64	雅二12～13	雅2:12	-	book
太5:8#1	27	32	林前十31	林前10:31	-	book
太5:8#1	57	61	約一12	約1:12	-	book
太5:8#1	62	64	三6	約3:6	-	chapter
太5:8#1	85	89	十三19	太13:19	-	chapter
太5:9#1	50	55	來十二14	來12:14	-	book
太5:9#2	15	20	羅十五33	羅15:33	-	book
太5:9#2	21	25	十六20	羅16:20	-	chapter
太5:10#1	14	19	約壹五19	約壹5:19	-	book
太5:11#1	0	3	10節	太5:10	-	bare
太5:11#1	22	25	11節	太5:11	-	bare
太5:11#2	90	94	徒五41	徒5:41	-	book
太5:11#2	95	99	十三45	徒13:45	-	chapter
太5:11#2	100	102	50	徒13:50	-	bare
太5:11#2	103	107	林後六8	林後6:8	-	book
太5:11#2	108	111	羅三8	羅3:8	-	book
太5:12#2	1	6	一22註1	太1:22	1	chapter
太5:13#1	0	6	13～16節	太5:13	-	bare
太5:13#4	17	22	路十四35	路14:35	-	book
太5:14#2	42	50	啟二一10～11	啟21:10	-	book
太5:14#2	51	56	23～24	啟21:23	-	bare
太5:15#1	60	63	六25	太6:25	-	chapter
太5:16#3	32	36	約一12	約1:12	-	book
太5:16#3	37	40	加四6	加4:6	-	book
太5:17#1	0	6	17～48節	太5:17	-	bare
太5:17#2	98	100	22	太5:22	-	bare
太5:17#2	101	103	28	太5:28	-	bare
太5:17#2	104	106	32	太5:32	-	bare
太5:17#2	107	109	34	太5:34	-	bare
太5:17#2	110	112	39	太5:39	-	bare
太5:17#2	113	115	44	太5:44	-	bare
太5:18#2	23	27	啟二一1	啟21:1	-	book
太5:18#2	28	35	來一11～12	來1:11	-	book
太5:18#2	36	44	彼後三10～13	彼後3:10	-	book
太5:18#2	79	84	賽六五17	賽65:17	-	book
太5:18#2	85	89	六六22	賽66:22	-	chapter
太5:18#2	94	97	17節	太5:17	-	bare
太5:18#2	107	110	18節	太5:18	-	bare
太5:19#1	7	10	18節	太5:18	-	bare
太5:20#1	49	54	林前一30	林前1:30	-	book
太5:20#1	55	59	羅三26	羅3:26	-	book
太5:20#1	272	279	二二11～12	太22:11	-	chapter
太5:20#1	298	304	啟十九7～8	啟19:7	-	book
太5:20#2	1	5	二4註1	太2:4	1	chapter
太5:20#3	20	23	約三3	約3:3	-	book
太5:20#3	24	25	5	約3:5	-	bare
創5:1#1	24	31	路三23～38	路3:23	-	book
創5:1#1	94	101	一1～十一26	創1:1	-	chapter
創5:1#1	130	139	十一27～五十26	創11:27	-	chapter
創5:1#1	240	245	弗四4～6	弗4:4	-	book
創5:1#1	265	272	啟二一1～23	啟21:1	-	book
創5:1#1	285	289	約三30	約3:30	-	book
創5:1#1	290	296	林前十二12	林前12:12	-	book
創5:1#1	325	329	啟二一3	啟21:3	-	book
創5:1#1	330	332	22	啟21:22	-	bare
創5:1#1	360	366	啟二一18下	啟21:18	-	book
創5:1#1	367	370	21下	啟21:21	-	bare
創5:1#1	371	376	10～11	啟21:10	-	bare
創5:1#1	377	379	23	啟21:23	-	bare
創5:1#2	1	6	一26註2	創1:26	2	chapter
創5:2#1	1	6	一26註4	創1:26	4	chapter
創5:3#1	39	43	一28上	創1:28	-	chapter
創5:3#1	79	84	林前四15	林前4:15	-	book
創5:3#1	94	101	約一12～13	約1:12	-	book
創5:5#1	1	7	羅五12註4	羅5:12	4	book
創5:21#1	66	68	七6	創7:6	-	chapter
創5:21#1	69	76	五25～29上	創5:25	-	chapter
創5:21#1	107	113	猶14～15	猶1:14	-	book
創5:21#1	136	138	22	創5:22	-	bare
創5:21#1	139	141	24	創5:24	-	bare
創5:21#1	159	167	彼後三10～12	彼後3:10	-	book
創5:22#1	71	79	太十六24～25	太16:24	-	book
創5:24#1	31	35	來十一5	來11:5	-	book
創5:24#1	94	100	來十一5～6	來11:5	-	book
創6:2#1	16	19	伯一6	伯1:6	-	book
創6:2#1	20	22	二1	伯2:1	-	chapter
創6:2#1	23	26	三八7	伯38:7	-	chapter
創6:2#1	44	48	啟十二4	啟12:4	-	book
創6:2#1	69	74	太十二26	太12:26	-	book
創6:2#1	75	79	弗六12	弗6:12	-	book
創6:2#2	69	73	猶6～7	猶1:6	-	book
創6:2#2	76	80	猶6註1	猶1:6	1	book
創6:2#2	81	84	7註1	猶1:7	1	bare
創6:2#2	117	122	十九4～9	創19:4	-	chapter
創6:2#2	123	127	羅一27	羅1:27	-	book
創6:3#1	21	25	三6註1	創3:6	1	chapter
創6:3#1	55	59	四3註1	創4:3	1	chapter
創6:3#1	95	96	2	創6:2	-	bare
創6:3#1	97	98	5	創6:5	-	bare
創6:3#1	99	101	11	創6:11	-	bare
創6:3#1	122	129	羅七5～八13	羅7:5	-	book
創6:3#1	186	187	7	創6:7	-	bare
創6:3#1	188	190	13	創6:13	-	bare
創6:3#1	208	216	太二四37～39	太24:37	-	book
創6:3#2	15	17	一2	創1:2	-	chapter
創6:4#1	55	63	民十三32～33	民13:32	-	book
創6:8#1	102	107	但一8註1	但1:8	1	book
創6:8#1	108	113	弗二4註1	弗2:4	1	book
創6:8#2	22	23	9	創6:9	-	bare
創6:8#2	35	39	來四16	來4:16	-	book
創6:8#2	67	75	林前十五10註1	林前15:10	1	book
創6:8#2	98	103	結十四14	結14:14	-	book
創6:8#2	105	112	羅五17～21	羅5:17	-	book
創6:9#1	12	18	五22～24	創5:22	-	chapter
創6:9#1	30	34	來十一7	來11:7	-	book
創6:9#1	66	70	羅三22	羅3:22	-	book
創6:9#1	89	92	羅四3	羅4:3	-	book
創6:9#1	93	94	9	羅4:9	-	bare
創6:9#1	106	110	彼後二5	彼後2:5	-	book
創6:14#1	36	40	徒二24	徒2:24	-	book
創6:14#2	10	18	彼前三20～21	彼前3:20	-	book
創6:14#2	54	60	林前十二12	林前12:12	-	book
創6:14#2	61	68	弗二15～16	弗2:15	-	book
創6:14#2	69	76	西三10～11	西3:10	-	book
創6:14#2	120	128	林前三9～12上	林前3:9	-	book
創6:14#2	129	133	林後六1	林後6:1	-	book
創6:14#2	134	140	弗三8～10	弗3:8	-	book
創6:14#2	141	144	四12	弗4:12	-	chapter
創6:14#2	197	205	彼前三20與註3	彼前3:20	3	book
創6:14#2	235	243	太二四37～39	太24:37	-	book
創6:14#2	244	252	路十七26～27	路17:26	-	book
創6:14#2	253	257	帖前五3	帖前5:3	-	book
創6:14#2	284	289	路二一36	路21:36	-	book
創6:14#2	290	294	啟三10	啟3:10	-	book
創6:14#3	54	59	利四5～7	利4:5	-	book
創6:14#3	60	63	六30	利6:30	-	chapter
創6:14#3	64	71	十六14～19	利16:14	-	chapter
創6:14#3	72	76	來九21	來9:21	-	book
創6:14#3	100	104	來九14	來9:14	-	book
創6:14#3	122	127	出十二13	出12:13	-	book
創6:14#3	180	183	羅五9	羅5:9	-	book
創6:14#3	264	268	約三16	約3:16	-	book
創6:14#3	269	274	林前一30	林前1:30	-	book
創6:14#3	275	278	弗一7	弗1:7	-	book
創6:14#3	281	286	三21註2	創3:21	2	chapter
創6:14#3	287	294	出十二22註2	出12:22	2	book
創6:14#3	295	301	約壹二2註3	約壹2:2	3	book
創6:15#1	27	31	出二五9	出25:9	-	book
創6:15#1	32	41	代上二八11～19	代上28:11	-	book
創6:15#1	42	50	林前三10～12	林前3:10	-	book
創6:15#1	51	59	弗二20上與註2	弗2:20	2	book
創6:15#2	56	61	太二八19	太28:19	-	book
創6:15#2	62	68	林後十三14	林後13:14	-	book
創6:15#2	69	76	弗三16～19	弗3:16	-	book
創6:15#2	101	106	啟四6～7	啟4:6	-	book
創6:15#2	107	110	6註2	啟4:6	2	bare
創6:15#2	123	126	申六4	申6:4	-	book
創6:15#2	127	131	賽四五5	賽45:5	-	book
創6:15#2	132	136	林前八4	林前8:4	-	book
創6:15#2	207	211	但一12	但1:12	-	book
創6:15#2	212	214	20	但1:20	-	bare
創6:15#2	227	232	太十三23	太13:23	-	book
創6:16#1	52	58	林後三6～9	林後3:6	-	book
創6:16#1	59	61	四1	林後4:1	-	chapter
創6:16#1	76	81	徒二42上	徒2:42	-	book
創6:16#1	82	87	林前四17	林前4:17	-	book
創6:16#1	88	94	提前一3～4	提前1:3	-	book
創6:16#1	105	113	徒二六13～19	徒26:13	-	book
創6:16#2	25	28	約十9	約10:9	-	book
創6:16#3	43	47	彼前一2	彼前1:2	-	book
創6:16#3	48	52	約十六8	約16:8	-	book
創6:16#3	53	58	13～15	約16:13	-	bare
創6:16#3	77	81	約十四6	約14:6	-	book
創6:16#3	82	86	弗二18	弗2:18	-	book
創6:16#3	88	94	約壹四8註2	約壹4:8	2	book
創6:18#1	1	5	九9註1	創9:9	1	chapter
太5:22#1	0	2	21	太5:21	-	bare
太5:22#1	3	5	27	太5:27	-	bare
太5:22#1	6	8	33	太5:33	-	bare
太5:22#1	9	11	38	太5:38	-	bare
太5:22#1	12	15	43節	太5:43	-	bare
太5:22#1	32	34	22	太5:22	-	bare
太5:22#1	35	37	28	太5:28	-	bare
太5:22#1	38	40	32	太5:32	-	bare
太5:22#1	41	43	34	太5:34	-	bare
太5:22#1	44	46	39	太5:39	-	bare
太5:22#1	47	50	44節	太5:44	-	bare
太5:22#3	15	17	21	太5:21	-	bare
太5:22#4	132	137	林後五10	林後5:10	-	book
太5:22#4	138	143	羅十四10	羅14:10	-	book
太5:22#4	144	146	12	羅14:12	-	bare
太5:22#4	147	153	林前四4～5	林前4:4	-	book
太5:22#4	154	160	三13～15	林前3:13	-	chapter
太5:22#4	161	166	太十六27	太16:27	-	book
